CASEID,PAGO,PAGO5,PEXP,PEXP5,AGE,SEX,MARRY,NUMKID
269492,3,1,1,1,72,2,1,0
269493,3,1,3,3,69,1,1,0
269494,3,1,8,1,20,1,5,2
269495,1,1,1,1,72,1,1,0
269496,1,1,3,1,37,2,1,2
269497,5,5,1,1,60,2,1,0
269498,1,1,1,1,33,2,5,0
269499,1,1,3,1,31,2,1,0
269500,5,5,3,3,75,1,1,0
269501,3,1,1,1,20,2,5,0
269502,1,1,1,3,71,2,1,0
269503,1,1,1,1,29,1,5,0
269504,1,1,3,5,52,1,1,0
269505,1,1,1,1,57,1,1,0
269506,3,1,1,1,48,1,1,2
269507,5,3,5,1,52,2,1,1
269508,5,3,3,3,72,2,1,0
269509,1,5,1,1,47,2,1,1
269510,3,1,1,1,55,1,1,1
269511,3,1,1,1,47,1,1,2
269512,5,1,3,5,45,2,3,2
269513,1,1,3,1,34,2,1,1
269514,5,5,1,1,46,1,3,1
269515,3,1,1,3,40,1,1,1
269516,5,5,1,1,29,1,5,0
269517,3,1,3,1,81,2,4,0
269518,1,1,3,1,32,1,5,0
269519,1,1,3,3,79,1,1,0
269520,1,1,3,1,35,2,1,1
269521,1,5,1,1,28,1,5,2
269522,1,1,1,1,54,2,1,0
269523,3,1,5,5,55,2,3,0
269524,1,1,8,1,75,1,1,0
269525,3,1,3,3,60,2,1,0
269526,5,5,3,3,84,1,1,0
269527,1,1,1,1,32,1,3,1
269528,1,1,3,3,43,1,1,0
269529,3,5,3,1,59,1,1,1
269530,5,1,3,1,32,1,1,1
269531,5,5,5,3,59,2,4,0
269532,3,5,1,1,70,1,1,0
269533,5,5,5,5,55,1,1,1
269534,1,1,1,1,19,1,5,1
269535,5,1,3,1,62,2,1,0
269536,1,1,1,1,32,1,1,0
269537,1,1,1,3,71,2,5,0
269538,1,1,3,3,64,1,1,0
269539,1,5,3,3,67,1,1,0
269540,3,5,3,1,73,1,1,0
269541,1,1,3,3,36,1,5,0
269542,3,3,3,3,80,2,4,0
269543,1,5,1,1,30,2,1,2
269544,1,1,1,1,50,1,3,1
269545,1,1,1,1,63,1,1,0
269546,1,5,8,8,57,2,3,4
269547,1,1,1,3,73,1,1,0
269548,5,3,3,8,55,1,1,2
269549,5,1,3,1,48,2,1,2
269550,5,5,3,3,45,1,5,1
269551,1,1,3,1,39,2,1,1
269552,1,1,3,1,23,2,5,1
269553,1,1,1,1,23,2,5,0
269554,5,5,3,3,74,1,1,0
269555,1,1,1,1,56,1,3,0
269556,1,3,3,3,44,1,1,2
269557,1,1,3,3,52,1,1,2
269558,3,1,3,5,52,2,1,3
269559,3,1,3,1,49,1,1,2
269560,1,1,3,1,57,1,1,0
269561,3,1,3,3,62,2,1,0
269562,1,1,3,3,66,1,1,0
269563,5,5,1,1,53,2,1,0
269564,1,5,3,8,89,2,4,0
269565,1,1,1,1,35,1,5,0
269566,1,5,1,1,50,1,1,0
269567,3,1,3,3,54,1,5,0
269568,1,1,5,5,37,2,1,3
269569,1,3,1,1,52,1,4,0
269570,5,1,3,1,55,1,1,0
269571,3,1,5,5,56,2,5,0
269572,3,1,3,3,68,1,5,0
269573,1,1,5,5,64,1,1,0
269574,1,1,1,1,60,1,3,0
269575,3,3,3,3,83,1,4,0
269576,3,1,3,1,38,1,1,5
269577,1,1,1,1,30,1,5,0
269578,1,1,1,1,74,1,1,0
269579,5,5,1,1,54,1,1,0
269580,3,5,3,3,73,2,1,0
269581,5,3,1,3,59,1,3,0
269582,1,1,5,3,32,1,5,0
269583,1,1,1,1,62,2,3,0
269584,5,1,3,5,50,1,5,0
269585,1,1,8,3,39,1,1,4
269586,1,1,1,1,60,1,1,0
269587,3,5,3,5,47,1,1,2
269588,1,1,1,1,34,1,3,0
269589,1,1,1,1,33,1,1,0
269590,1,1,1,1,24,1,1,1
269591,3,5,1,1,59,2,3,0
269592,5,5,1,1,57,1,1,1
269593,3,1,3,3,71,1,1,0
269594,3,5,3,3,82,2,4,0
269595,1,1,3,3,27,1,5,1
269596,1,1,3,1,36,1,1,2
269597,5,1,3,8,37,1,1,2
269598,1,1,1,1,66,1,4,0
269599,1,1,1,1,55,1,1,0
269600,1,1,8,3,59,1,1,0
269601,1,1,1,1,44,1,1,1
269602,3,5,3,5,68,2,3,1
269603,1,1,3,5,75,1,1,0
269604,3,3,1,1,22,1,1,1
269605,1,1,1,1,78,1,1,0
269606,5,1,1,1,39,1,5,0
269607,1,1,1,1,32,2,1,0
269608,3,3,3,5,60,2,1,0
269609,1,1,3,1,29,2,1,0
269610,1,1,1,1,56,1,1,0
269611,1,1,1,1,50,2,1,0
269612,5,5,3,3,35,2,1,2
269613,5,5,3,3,59,1,1,0
269614,5,1,1,3,69,1,1,0
269615,1,1,1,1,45,1,1,2
269616,5,5,5,5,60,1,1,0
269617,1,1,1,1,31,1,1,0
269618,1,5,1,1,39,1,1,2
269619,3,5,3,3,71,2,1,0
269621,5,3,3,3,19,2,5,1
269622,5,5,1,1,42,1,1,2
269623,3,1,3,1,41,1,3,0
269624,1,1,1,5,25,1,1,0
269625,5,1,1,1,29,1,3,1
269626,1,1,1,1,58,1,1,0
269627,5,5,1,1,57,2,1,0
269628,1,5,1,1,31,1,5,0
269629,1,5,1,1,53,2,4,3
269630,1,1,3,1,21,1,5,1
269631,3,1,1,1,25,1,5,0
269632,5,3,3,1,49,1,1,0
269633,1,1,5,5,65,2,3,0
269634,5,5,5,5,50,1,1,0
269635,1,1,3,1,34,2,1,1
269636,3,3,3,3,68,2,1,0
269637,3,1,1,1,71,1,1,0
269638,1,1,3,3,32,2,1,5
269639,1,1,5,5,63,1,1,0
269640,1,1,1,1,27,1,1,4
269641,5,1,8,1,21,1,5,1
269642,1,5,1,1,51,1,1,0
269643,3,3,3,1,26,2,5,0
269644,5,5,3,1,18,1,5,2
269645,1,1,3,3,38,1,1,4
269646,1,1,3,3,25,1,1,3
269647,1,1,3,3,53,2,1,0
269648,1,3,1,1,74,1,1,0
269649,1,1,5,1,34,1,1,1
269650,3,1,1,1,29,1,1,2
269651,3,1,1,3,49,2,1,0
269652,3,1,1,1,38,1,1,0
269653,1,1,3,1,50,2,1,2
269654,3,3,8,8,50,2,5,0
269655,5,1,1,1,66,1,1,2
269656,1,1,1,3,60,2,1,0
269657,1,1,1,1,29,1,1,1
269658,3,1,5,5,64,1,4,0
269659,1,1,3,1,25,1,1,0
269660,3,3,3,5,67,2,1,0
269661,1,1,1,1,58,1,1,0
269662,1,1,1,3,68,1,1,0
269663,5,1,1,1,51,1,1,0
269664,1,1,1,1,45,2,1,2
269665,1,1,1,1,61,1,1,0
269666,5,1,1,1,43,2,1,5
269667,1,1,3,3,32,2,1,0
269668,1,1,3,1,59,1,1,2
269669,3,5,3,3,80,2,1,0
269670,3,1,3,3,68,2,3,0
269671,1,5,3,3,65,1,4,0
269672,1,1,1,1,40,1,5,0
269673,1,1,1,1,44,1,1,2
269674,1,1,5,1,65,1,1,0
269675,5,5,5,1,32,1,3,0
269676,1,1,1,1,49,2,1,1
269677,1,1,3,1,35,1,1,1
269678,3,1,3,3,59,1,5,0
269679,1,1,3,3,64,2,1,0
269680,1,1,1,1,22,2,1,0
269681,3,1,1,1,35,1,3,1
269682,1,1,1,1,31,2,5,0
269683,5,1,3,1,38,2,1,2
269684,1,1,1,1,38,1,1,1
269685,3,5,3,3,76,1,1,0
269686,3,1,1,1,50,1,1,1
269688,5,1,3,5,65,1,1,0
269689,5,5,3,5,53,2,1,2
269690,1,1,3,5,51,1,1,0
269691,3,3,3,3,50,1,5,0
269692,1,1,1,1,48,1,1,1
269693,3,1,3,1,24,1,5,0
269694,3,1,1,1,78,2,3,0
269695,1,1,3,3,53,1,1,2
269696,3,1,3,3,43,2,5,0
269697,5,1,3,1,36,1,1,3
269698,1,1,3,3,63,2,3,0
269699,3,1,3,3,63,2,1,0
269700,3,3,3,3,85,2,5,0
269701,3,5,3,3,85,2,1,0
269702,3,1,3,3,42,2,3,0
269703,1,1,1,1,37,1,1,4
269705,3,1,3,1,21,2,1,0
269706,5,5,1,3,56,2,1,0
269707,3,3,5,5,63,1,3,0
269708,1,1,3,1,26,1,5,0
269709,3,1,3,1,54,1,1,0
269710,3,1,8,1,46,2,1,2
269711,1,1,8,3,71,1,4,1
269712,1,1,1,1,32,1,1,3
269713,5,1,3,3,57,1,1,0
269714,5,5,3,5,76,2,4,0
269715,3,3,8,3,58,1,1,0
269716,1,5,1,1,33,2,5,0
269717,1,1,3,1,64,1,1,0
269718,5,5,5,5,48,2,1,2
269719,3,1,8,1,41,2,1,1
269720,1,1,1,1,53,2,1,3
269721,1,1,3,3,75,1,1,0
269722,1,3,3,3,53,1,5,0
269723,1,1,1,1,38,1,1,1
269724,5,1,1,1,23,1,1,1
269725,3,1,1,1,67,1,1,0
269727,3,1,3,1,49,2,1,1
269728,1,1,3,3,45,1,1,2
269729,1,1,3,1,32,2,1,3
269730,1,1,3,1,23,1,5,0
269731,1,5,1,1,29,1,1,0
269732,1,1,3,1,60,1,1,0
269733,1,1,1,3,78,1,4,0
269734,1,1,1,1,58,1,4,0
269735,1,1,3,1,35,1,1,0
269736,3,5,3,3,58,1,3,0
269737,3,5,3,1,36,1,5,0
269738,1,1,3,3,32,1,1,0
269739,3,3,3,3,72,1,3,0
269740,1,1,1,1,32,1,1,0
269741,3,1,1,1,35,1,1,0
269742,1,1,3,3,31,2,1,3
269743,1,1,1,1,40,2,5,0
269744,5,5,3,1,29,1,5,0
269745,5,5,1,1,27,2,1,0
269746,1,3,1,3,69,1,1,0
269747,5,1,3,1,20,1,5,0
269748,5,1,1,1,46,2,1,1
269749,3,1,3,3,79,1,1,0
269750,1,1,3,3,24,2,1,0
269751,1,1,3,1,41,2,1,2
269752,5,5,1,1,55,1,1,0
269753,3,3,3,3,60,2,5,0
269754,5,5,5,5,62,1,3,0
269755,1,1,1,1,67,1,1,0
269756,3,1,3,1,64,1,1,0
269757,1,1,3,1,55,1,5,0
269758,5,5,1,1,32,2,3,1
269759,3,5,5,5,72,2,1,0
269760,5,5,3,5,68,1,1,0
269761,5,1,1,1,66,1,1,0
269762,3,1,1,1,53,1,1,1
269763,1,1,3,1,24,1,5,0
269764,1,3,1,5,44,1,5,0
269765,1,5,5,5,53,2,3,1
269766,5,5,5,5,73,2,3,0
269767,5,1,3,1,39,1,1,3
269768,1,1,3,1,77,1,1,0
269769,1,1,3,3,56,1,1,0
269770,3,3,3,3,26,2,5,0
269771,1,1,3,1,30,2,1,0
269772,1,1,3,3,36,1,1,2
269773,5,5,1,1,53,2,3,1
269774,3,1,1,1,35,1,5,1
269775,1,1,1,3,35,1,3,0
269776,1,1,1,1,39,2,1,2
269777,1,5,1,1,59,1,1,0
269778,3,1,3,3,52,1,1,0
269779,1,1,3,3,34,2,3,1
269780,1,1,1,1,62,1,3,0
269781,1,1,3,1,73,1,1,0
269782,1,1,1,1,37,2,1,4
269783,1,1,1,1,28,2,1,1
269784,1,3,3,3,31,1,5,0
269785,5,1,3,1,36,1,5,0
269786,3,3,5,5,63,2,1,0
269787,1,5,3,1,57,1,1,0
269788,3,5,3,5,75,1,1,0
269789,1,1,1,1,40,1,5,0
269790,1,1,1,1,41,2,1,3
269791,1,1,1,1,33,1,5,0
269792,1,1,1,1,23,1,5,0
269793,3,1,1,1,64,2,3,0
269794,5,1,3,1,55,1,1,0
269795,3,1,1,1,27,1,1,0
269796,3,5,5,5,64,1,1,0
269797,1,1,3,3,44,1,1,3
269798,5,1,3,1,50,2,1,1
269799,3,1,3,3,48,1,1,1
269800,1,1,1,1,45,1,1,3
269801,1,5,3,1,47,2,1,1
269802,5,1,1,1,46,1,1,3
269803,1,1,1,1,51,2,1,0
269804,1,1,1,3,53,2,1,1
269805,5,1,1,1,58,1,1,0
269806,1,1,1,1,34,2,1,0
269807,1,1,3,3,53,1,1,0
269809,1,5,1,3,18,2,5,0
269810,5,3,3,3,62,1,1,0
269811,1,1,1,1,66,1,1,0
269812,5,5,1,1,57,2,1,0
269813,3,1,3,1,60,2,1,0
269814,1,1,1,1,86,2,5,0
269815,5,1,5,1,27,1,1,0
269816,1,1,3,3,54,2,3,0
269817,1,1,3,3,47,1,1,0
269818,5,5,5,8,69,2,3,5
269819,1,1,1,1,88,1,1,0
269820,3,5,3,3,63,1,1,1
269821,1,1,1,1,31,2,5,0
269822,5,5,1,1,40,2,5,0
269823,1,1,8,3,50,2,1,1
269824,3,1,3,3,28,2,1,0
269825,1,1,1,1,38,1,1,3
269826,1,1,3,3,21,1,5,0
269827,5,1,3,3,48,2,1,0
269828,1,3,1,1,19,1,5,1
269829,1,1,1,1,58,1,1,0
269830,1,1,3,1,59,1,1,0
269831,1,3,1,1,48,1,1,5
269832,1,1,1,1,53,2,1,0
269833,3,3,5,3,47,1,1,2
269834,1,1,1,1,43,1,1,1
269835,1,5,1,1,76,2,1,0
269836,3,5,1,1,72,2,4,0
269837,3,1,1,1,47,2,1,2
269838,3,1,3,3,74,2,4,0
269839,1,1,3,1,69,2,5,0
269840,3,1,1,3,47,1,1,3
269841,1,5,1,1,42,2,5,0
269842,1,1,1,3,41,1,1,1
269843,1,1,3,5,50,1,1,2
269844,3,1,3,3,68,2,1,0
269845,1,5,3,5,73,2,1,0
269846,5,5,3,3,50,1,1,3
269847,5,5,3,5,57,2,3,0
269848,3,1,1,1,35,1,5,1
269849,1,3,1,1,51,2,5,0
269850,5,1,8,1,44,2,1,1
269851,1,1,1,1,45,1,1,1
269852,1,1,3,3,62,1,1,0
269853,1,1,3,1,55,2,3,0
269854,1,1,3,3,65,2,4,0
269855,1,1,3,1,26,1,5,0
269856,3,1,3,3,33,1,1,2
269857,5,1,3,3,45,1,1,0
269858,3,5,3,5,61,1,1,0
269859,1,5,1,1,18,2,1,0
269860,1,3,1,1,36,2,1,1
269861,1,1,1,1,33,2,1,1
269862,1,1,1,1,20,2,5,1
269863,5,1,3,3,63,2,1,0
269864,1,1,3,1,30,2,1,1
269865,1,1,1,1,19,1,5,0
269866,1,1,3,3,26,2,5,0
269867,1,1,3,1,37,2,1,2
269868,5,5,5,1,54,1,3,0
269869,1,1,1,1,22,1,5,0
269870,5,5,3,3,64,1,1,0
269871,1,1,3,3,61,2,1,1
269872,1,1,1,1,67,1,1,0
269873,1,1,1,1,46,1,1,3
269874,5,5,3,3,18,1,5,0
269875,3,3,5,5,69,1,1,0
269876,3,1,3,3,54,2,1,0
269877,3,5,3,1,32,1,5,0
269878,5,5,3,8,51,1,5,0
269879,1,1,1,1,22,2,5,0
269880,5,1,1,1,57,2,1,0
269881,1,1,3,3,30,1,1,1
269882,3,1,1,1,22,1,5,0
269883,5,5,5,5,60,2,4,0
269884,5,1,1,1,35,1,1,0
269885,3,5,3,1,41,2,1,2
269886,1,1,1,1,63,1,3,0
269887,1,1,1,1,27,1,1,1
269888,1,1,8,8,54,2,3,0
269889,1,1,9,3,21,1,5,0
269890,5,5,3,5,73,1,5,0
269891,1,1,1,1,29,1,1,1
269892,5,5,1,1,78,2,4,0
269893,5,3,1,1,70,1,1,0
269894,1,1,3,1,59,1,5,0
269895,3,1,1,1,34,1,1,2
269896,1,1,3,3,29,1,3,0
269897,3,1,1,1,52,1,1,1
269898,1,5,1,1,38,2,1,0
269900,1,1,3,1,31,1,1,1
269901,1,1,8,1,73,1,1,3
269902,1,1,1,5,50,1,1,1
269903,3,3,3,3,62,1,1,2
269904,1,1,1,1,38,1,5,0
269905,1,1,1,1,51,1,5,3
269907,1,1,3,3,35,1,5,0
269908,5,5,1,1,49,2,1,0
269909,5,1,3,3,41,2,1,1
269910,3,1,1,8,63,1,1,0
269911,3,3,3,3,69,1,3,0
269912,1,1,3,3,49,2,1,1
269913,3,1,3,3,76,1,1,0
269914,5,1,3,1,28,1,5,0
269915,3,5,3,3,77,2,1,0
269916,5,5,5,5,61,2,1,0
269917,3,1,1,1,51,2,1,2
269918,1,5,1,1,37,1,5,0
269919,5,5,3,3,60,1,1,0
269920,1,1,1,1,29,2,1,2
269921,1,1,1,1,44,2,1,1
269922,3,1,1,1,31,1,1,1
269923,5,3,3,1,30,2,1,4
269924,3,3,5,5,66,1,1,0
269925,1,5,1,1,39,2,5,1
269926,1,1,3,3,30,1,1,5
269927,3,1,3,3,64,1,1,0
269928,5,5,8,8,67,1,1,0
269929,1,1,1,1,69,2,1,0
269930,3,3,3,5,69,2,1,0
269931,1,1,3,3,53,2,1,1
269932,1,1,1,1,64,1,1,0
269933,3,3,3,3,65,1,1,4
269934,5,5,1,1,44,2,1,0
269935,1,1,1,1,38,1,1,4
269936,1,1,3,5,52,2,1,0
269937,5,5,3,3,83,1,4,0
269938,3,1,1,1,63,2,3,0
269939,5,5,3,5,55,1,1,1
269940,3,3,3,3,68,1,5,0
269941,3,1,3,3,49,2,3,0
269942,1,1,3,3,63,1,3,0
269943,3,1,3,3,69,1,1,0
269944,5,3,3,3,71,1,1,0
269945,1,1,1,1,39,2,1,0
269946,5,1,3,3,64,2,1,0
269947,1,1,1,1,38,1,1,3
269948,1,1,1,3,71,1,1,0
269949,3,5,5,5,84,1,1,0
269950,3,1,8,3,64,2,1,0
269951,1,1,1,1,77,1,1,0
269952,1,1,3,1,28,2,1,0
269953,1,1,3,3,45,1,1,1
269954,1,1,3,3,63,1,1,0
269955,1,1,3,3,58,1,5,0
269956,3,1,3,3,77,1,1,0
269957,1,1,1,1,52,1,1,2
269958,3,5,1,5,76,1,3,0
269959,1,5,1,1,48,2,5,3
269960,1,1,3,3,74,1,1,0
269961,1,1,1,1,60,1,1,0
269962,1,5,1,3,66,1,4,0
269963,1,1,1,3,82,2,1,0
269964,3,3,3,1,54,1,1,0
269965,5,5,3,3,49,1,1,4
269966,1,5,1,3,62,1,1,0
269967,3,5,3,5,67,2,1,0
269968,3,3,5,5,72,2,4,0
269969,5,5,5,3,75,2,1,0
269970,5,5,3,5,73,2,1,0
269971,1,1,1,5,26,1,5,0
269972,1,1,5,3,54,2,1,0
269973,3,1,3,3,39,2,1,2
269974,1,1,1,5,65,1,5,0
269975,5,5,5,1,26,2,5,0
269976,1,1,1,1,54,1,1,0
269977,3,3,3,1,64,2,1,0
269978,5,1,1,3,62,1,1,1
269979,1,1,1,3,39,2,3,1
269980,1,1,3,3,56,1,1,0
269981,1,1,1,1,56,1,1,0
269982,3,1,3,1,36,1,3,1
269983,3,1,1,1,47,1,1,1
269984,3,1,3,3,72,1,1,0
269985,1,1,1,1,71,1,5,0
269986,1,1,1,1,33,1,1,1
269987,1,5,3,5,54,2,1,1
269988,1,1,3,1,58,1,1,0
269989,5,5,5,5,54,2,3,0
269990,3,1,1,1,61,1,3,0
269991,1,5,3,3,55,1,1,2
269992,3,1,3,3,53,2,3,0
269993,1,1,3,1,38,1,3,1
269994,1,1,3,3,71,1,1,0
269995,1,1,3,3,84,1,3,0
269996,1,1,3,1,22,1,5,0
269997,1,3,1,1,72,1,1,0
269998,3,1,1,1,54,2,3,0
269999,1,1,1,1,61,2,1,0
270000,1,1,1,8,42,1,5,0
270001,3,3,3,3,61,1,1,0
270002,5,5,1,1,50,2,3,2
270003,3,5,3,5,67,2,1,0
270004,1,1,1,1,58,1,1,0
270005,1,1,1,1,60,1,1,0
270006,5,5,3,3,41,1,1,1
270007,3,1,3,3,60,2,1,0
270008,5,5,3,1,71,2,4,0
270009,3,1,1,1,29,2,1,1
270010,1,1,1,1,64,2,3,0
270011,3,5,3,5,64,2,4,0
270012,3,1,3,3,52,2,1,1
270013,5,5,3,1,20,1,5,0
270014,3,5,3,3,74,1,1,1
270015,1,1,1,1,61,1,1,0
270016,1,1,1,1,62,1,1,0
270017,1,1,1,1,45,2,1,1
270018,1,1,1,8,56,1,1,0
270019,3,1,3,3,77,2,4,0
270020,3,1,3,1,64,1,1,0
270021,3,1,1,1,33,2,1,0
270022,1,1,3,3,71,1,1,0
270023,3,1,3,1,54,2,3,0
270024,3,1,5,5,71,2,1,0
270025,1,5,1,1,46,1,1,0
270026,1,1,3,3,75,1,1,0
270027,3,5,3,3,37,1,1,2
270028,1,3,1,3,56,1,5,0
270029,1,5,1,1,68,2,3,0
270030,1,1,1,1,38,2,1,2
270031,1,1,3,5,53,1,1,1
270032,1,1,3,3,77,2,1,0
270033,1,1,1,1,59,2,3,0
270034,1,1,5,5,35,1,1,0
270035,1,1,1,1,34,2,5,0
270036,1,1,3,1,24,1,5,0
270037,3,1,1,1,33,2,1,2
270038,5,5,3,3,85,1,4,0
270039,3,5,1,1,70,1,1,0
270040,1,1,1,1,48,1,1,0
270041,1,1,3,1,63,1,1,0
270042,1,1,1,9,68,1,1,0
270043,1,1,3,1,18,1,5,1
270044,5,5,3,1,51,1,1,3
270045,3,1,1,5,68,1,5,0
270046,3,5,3,1,59,1,3,0
270047,5,3,1,1,39,2,1,3
270048,3,1,3,3,64,2,3,0
270049,3,3,3,1,59,2,1,0
270050,3,1,1,1,50,1,1,1
270051,1,1,3,3,70,1,3,0
270052,3,1,3,1,42,1,1,0
270053,1,1,1,1,27,1,5,0
270054,3,1,3,3,29,1,5,0
270055,1,1,3,1,58,2,1,0
270056,3,3,3,3,90,2,3,0
270057,1,1,1,1,28,1,1,1
270058,3,1,3,1,66,2,1,0
270059,5,1,1,1,52,2,4,2
270060,1,1,3,3,22,2,5,1
270061,3,1,3,3,47,2,1,0
270062,1,1,3,3,48,2,1,2
270063,3,1,3,3,43,2,3,0
270064,5,1,3,1,36,1,1,1
270065,1,1,1,1,49,2,1,0
270066,3,5,3,1,70,2,4,0
270067,1,1,1,1,31,2,1,0
270068,3,1,3,1,34,2,1,2
270069,3,1,3,3,74,1,1,0
270070,5,1,3,1,37,1,5,2
270071,5,5,3,1,37,1,1,0
270072,1,1,1,8,59,1,1,0
270073,3,1,3,1,42,1,5,0
270074,3,1,1,1,22,2,5,2
270075,3,3,5,5,63,2,1,0
270076,1,1,5,3,74,1,1,0
270077,1,1,1,1,56,1,1,2
270078,5,5,5,3,65,2,1,0
270079,5,1,1,1,28,1,1,0
270080,1,1,3,1,66,1,3,0
270081,3,1,3,3,64,1,1,0
270082,5,5,3,1,61,1,3,0
270083,5,1,5,5,57,2,3,0
270084,3,1,3,3,63,1,1,0
270085,5,5,8,3,56,2,4,0
270086,3,1,3,1,36,1,1,2
270087,3,1,3,1,72,1,1,0
270088,3,1,3,1,48,2,1,1
270089,3,3,1,3,54,1,1,0
270090,3,5,3,3,64,1,1,1
270091,5,1,5,5,63,1,3,0
270092,1,1,3,3,28,1,1,2
270093,1,1,1,1,74,1,3,0
270094,3,5,8,1,37,2,5,1
270095,1,1,3,1,55,2,1,0
270096,3,1,3,3,67,2,1,0
270097,1,1,3,1,21,1,5,1
270098,3,5,5,5,52,2,1,0
270099,1,1,1,1,86,1,4,0
270100,3,3,3,3,61,1,1,0
270101,5,5,3,3,47,2,1,3
270102,1,1,3,3,42,1,1,4
270103,1,1,3,1,48,2,1,4
270104,3,1,3,3,69,2,4,0
270105,1,1,1,1,53,1,1,0
270106,5,1,3,5,31,1,3,0
270107,1,5,3,1,41,2,1,3
270108,3,1,3,1,38,1,1,4
270109,3,5,3,3,65,1,1,0
270110,1,1,1,1,33,1,5,0
270111,3,1,3,1,23,1,5,0
270112,1,1,1,1,66,1,1,0
270113,5,5,1,1,55,1,3,0
270114,3,1,3,1,55,2,1,0
270115,5,5,3,3,54,1,1,0
270116,5,5,3,3,70,2,4,1
270117,1,3,3,3,41,2,5,1
270118,3,1,1,1,40,2,3,0
270119,3,5,5,5,75,1,1,0
270120,5,5,1,3,73,2,3,0
270121,3,3,1,1,36,1,1,0
270122,5,5,5,5,75,1,1,0
270123,1,1,1,1,57,1,1,0
270124,3,1,3,5,66,1,3,0
270125,1,1,3,1,40,1,1,3
270127,3,1,3,3,70,2,1,0
270128,3,1,1,1,51,2,1,0
270129,1,1,3,3,36,2,1,2
270130,1,1,1,1,58,2,1,0
270131,1,1,1,1,39,1,1,1
270132,1,1,3,3,37,1,1,3
270133,1,1,3,1,49,1,1,3
270134,5,5,1,1,59,2,4,0
270135,1,1,3,1,52,1,1,0
270136,1,1,3,3,22,1,1,0
270137,3,1,3,3,73,1,1,0
270138,3,1,1,1,32,2,5,0
270139,1,1,1,1,38,1,1,4
270140,1,1,1,1,56,2,1,0
270141,3,3,5,5,69,1,5,0
270142,3,1,1,1,61,1,1,2
270143,3,3,3,3,50,1,1,1
270144,1,1,3,3,27,2,5,0
270145,3,1,3,1,51,1,1,0
270146,5,5,3,1,23,1,5,0
270147,5,5,5,5,55,1,1,0
270148,3,1,5,5,24,2,5,0
270149,1,5,1,1,50,1,1,0
270150,3,5,3,5,43,2,5,2
270151,1,1,3,3,19,1,5,5
270152,1,1,1,1,57,1,1,0
270153,1,8,1,1,28,1,1,0
270154,5,1,3,1,55,2,1,0
270155,3,3,5,5,55,1,5,0
270156,1,1,1,1,48,2,1,0
270157,5,5,1,1,49,1,3,0
270158,5,5,3,3,30,2,5,0
270159,1,1,3,1,29,1,1,2
270160,3,5,3,1,30,1,5,1
270161,1,1,1,1,41,2,1,5
270162,5,1,3,1,61,1,1,2
270163,1,1,3,1,25,1,5,2
270164,1,1,1,1,25,1,1,0
270165,1,1,5,5,22,1,5,0
270166,1,1,1,1,24,2,1,0
270167,1,5,1,1,18,1,1,0
270168,1,1,1,1,55,1,1,0
270169,1,1,1,1,55,1,1,0
270170,3,3,3,8,91,1,4,0
270171,1,1,1,1,32,2,1,3
270172,1,1,1,1,46,1,1,0
270173,1,5,1,1,60,1,1,0
270174,1,5,1,1,48,1,1,0
270175,3,1,3,8,70,1,1,0
270176,1,3,3,3,68,2,3,3
270177,1,1,1,1,59,1,3,0
270178,3,5,5,5,62,1,1,0
270179,1,1,1,1,35,1,1,2
270180,1,1,3,1,28,1,1,0
270181,1,1,1,1,67,1,1,0
270182,3,1,1,1,52,2,3,0
270183,3,1,1,1,56,2,3,0
270184,1,1,1,1,32,2,1,4
270185,3,1,1,1,32,1,1,2
270186,1,1,3,3,36,1,1,1
270187,3,3,3,3,90,2,4,0
270188,5,3,3,3,63,2,4,0
270189,3,1,3,3,70,2,5,0
270190,1,1,1,1,44,2,1,0
270191,1,1,3,5,69,2,1,0
270192,1,1,1,1,29,1,1,2
270193,3,3,3,3,78,1,3,0
270194,1,1,3,1,68,1,1,0
270195,3,3,5,3,81,1,1,0
270196,1,1,3,3,57,2,1,0
270197,1,5,1,1,35,2,5,0
270198,5,1,3,1,56,2,1,2
270199,3,8,1,1,20,2,1,0
270200,5,3,3,5,60,2,3,0
270201,5,5,3,5,83,2,1,0
270202,3,5,3,5,50,1,3,0
270203,1,1,3,1,21,1,5,0
270204,1,5,3,1,20,1,1,0
270205,3,3,3,3,35,1,5,0
270206,1,1,3,3,25,1,5,0
270207,1,8,3,1,21,1,5,0
270208,1,1,1,1,43,2,1,1
270209,1,1,1,1,57,1,1,2
270210,1,1,3,1,41,1,3,0
270211,5,5,3,1,41,1,1,3
270212,1,1,3,3,78,1,4,0
270213,5,5,5,3,50,1,1,0
270214,1,1,3,1,25,2,5,0
270215,1,1,1,1,69,1,3,0
270216,3,5,3,3,68,1,3,0
270217,1,1,1,1,63,1,3,0
270218,3,1,5,1,78,1,1,0
270219,3,1,3,1,20,1,5,2
270220,1,1,1,1,58,2,1,0
270221,1,1,1,1,42,1,5,0
270222,5,1,1,1,44,2,1,0
270223,3,3,3,3,67,2,3,0
270224,1,1,1,1,22,2,1,0
270225,1,1,3,3,66,1,1,0
270226,1,1,1,3,74,1,1,0
270227,3,1,3,3,59,1,1,0
270228,1,5,1,3,68,2,1,0
270229,5,3,3,5,52,2,1,0
270230,1,1,1,1,57,1,1,0
270231,5,5,8,3,64,2,1,0
270232,3,5,1,1,59,1,1,0
270233,3,5,1,1,79,1,1,1
