CASEID,PAGO,PAGO5,PEXP,PEXP5,AGE,SEX,MARRY,NUMKID
12832,3,5,5,8,66,2,1,0
12833,5,5,3,5,68,2,4,0
12834,1,1,3,1,19,2,5,2
12835,1,1,1,1,37,1,1,2
12836,1,1,1,1,22,1,5,1
12837,5,1,1,1,21,1,5,0
12838,1,5,3,3,22,1,5,0
12840,5,5,5,5,71,2,1,0
12841,5,5,3,5,70,1,1,0
12842,3,5,5,1,40,2,1,3
12843,3,1,5,5,40,1,1,2
12844,3,1,3,1,43,2,4,1
12845,5,5,3,1,23,2,5,0
12846,3,1,3,3,23,2,5,0
12847,1,1,3,5,61,2,1,0
12848,1,1,3,1,24,2,1,1
12849,5,5,5,1,31,2,1,2
12850,3,5,3,5,31,1,3,0
12851,1,3,5,3,58,1,1,0
12852,3,1,3,1,28,2,1,2
12853,5,5,5,5,68,2,4,0
12854,1,5,3,1,29,2,1,1
12855,1,1,3,1,39,1,1,0
12856,5,5,3,5,34,2,5,0
12857,3,1,3,3,36,1,1,3
12858,5,1,3,3,26,2,1,1
12859,5,5,5,5,21,2,5,0
12860,5,5,5,1,47,2,1,1
12861,1,1,1,1,34,2,1,3
12862,3,1,3,1,23,2,5,0
12863,3,1,3,5,62,2,1,0
12864,1,5,3,3,28,2,1,2
12865,1,1,1,1,37,1,3,0
12866,1,5,3,3,38,1,1,2
12867,1,1,1,1,23,1,1,1
12868,1,1,1,1,43,1,1,4
12869,1,5,3,3,56,1,1,0
12870,1,1,1,1,30,1,1,0
12871,3,1,3,1,54,1,4,1
12872,1,1,1,1,27,1,1,0
12873,5,5,1,1,24,1,1,0
12874,1,5,3,1,27,1,1,3
12877,1,1,1,1,33,1,1,4
12879,1,1,1,1,34,1,1,3
12881,5,5,3,3,68,1,1,0
12882,5,5,1,1,62,1,4,0
12883,1,5,1,1,20,2,5,3
12884,5,5,3,5,68,2,1,0
12885,5,1,3,1,58,1,1,0
12886,1,1,3,1,62,1,5,0
12887,1,1,1,1,30,1,5,0
12888,3,1,3,3,85,1,1,0
12890,3,8,8,8,40,1,5,0
12891,5,5,5,5,38,2,1,3
12892,5,1,1,1,56,1,1,1
12893,5,5,5,5,29,1,1,1
12894,1,5,3,1,35,1,1,2
12895,1,5,1,1,26,1,1,2
12896,3,3,3,5,54,2,1,0
12897,5,3,3,1,21,2,5,2
12898,5,5,1,1,21,2,1,0
12899,1,1,1,1,39,1,1,2
12900,5,5,3,5,64,2,4,0
12901,3,1,3,5,57,2,1,0
12902,1,1,3,3,21,2,5,0
12903,5,5,3,5,74,2,4,0
12904,1,1,3,3,64,1,4,0
12905,1,1,1,3,27,1,1,0
12906,3,3,8,3,80,2,4,0
12907,5,1,5,3,27,2,1,1
12908,5,5,3,8,45,2,3,0
12909,5,1,3,5,57,2,1,0
12911,1,1,3,3,47,2,1,0
12912,3,3,1,1,42,1,1,2
12913,5,5,1,3,67,2,1,0
12914,5,5,8,3,64,2,1,0
12915,1,1,3,5,77,2,4,0
12916,5,5,5,8,36,2,1,3
12917,3,1,3,3,57,1,1,0
12918,5,1,5,5,57,2,1,0
12919,5,5,5,5,35,1,3,0
12920,3,5,3,3,56,2,4,0
12921,1,1,1,1,45,1,1,2
12922,1,1,3,3,34,1,1,0
12923,5,5,5,5,54,2,1,0
12924,5,9,5,8,29,1,5,0
12925,1,1,3,1,50,2,1,3
12926,5,1,1,1,70,2,5,0
12927,3,1,1,1,27,1,5,0
12928,1,1,3,3,37,1,1,1
12929,5,5,1,1,31,2,3,3
12930,1,1,1,1,24,1,5,0
12931,5,1,5,5,21,2,1,1
12932,1,1,1,1,24,2,1,2
12933,1,1,1,3,27,1,1,1
12934,5,5,5,5,25,2,5,0
12935,1,1,1,3,20,2,1,0
12936,1,1,3,1,32,1,1,0
12937,1,1,1,1,33,2,1,3
12938,5,3,5,3,69,2,1,0
12939,5,5,5,5,63,1,1,0
12940,3,3,5,5,76,1,4,0
12941,5,1,1,1,23,1,1,2
12942,1,1,3,1,21,2,5,0
12943,5,5,1,1,30,2,1,2
12944,3,1,3,1,49,2,1,2
12945,5,5,5,5,39,2,1,0
12946,1,1,3,1,32,1,5,0
12947,1,5,1,1,39,2,3,2
12948,5,5,1,1,28,2,5,0
12949,3,1,3,5,62,1,1,0
12950,3,8,3,3,96,2,4,0
12951,3,1,3,3,33,1,1,3
12952,1,1,5,5,25,2,1,0
12953,1,3,1,8,73,1,3,0
12954,1,1,5,5,50,2,1,0
12955,1,1,3,1,24,1,5,0
12956,3,1,1,1,25,2,1,0
12957,1,1,1,1,30,1,1,2
12958,5,5,5,5,31,2,1,2
12959,5,5,3,1,34,2,3,3
12960,1,9,3,1,38,2,1,2
12961,1,1,3,1,36,2,1,1
12962,5,8,5,8,80,1,4,0
12963,1,5,3,3,20,1,5,0
12965,5,1,3,3,41,1,1,0
12966,1,1,3,1,28,1,1,0
12967,5,1,1,1,49,1,1,0
12970,1,5,1,1,18,1,5,0
12971,1,1,1,1,37,1,1,2
12972,3,1,1,1,34,2,1,3
12974,1,1,3,1,25,1,1,1
12975,5,1,3,3,63,1,1,0
12976,1,5,1,1,23,2,5,0
12977,5,5,3,3,79,2,4,0
12978,5,3,5,9,65,1,1,0
12979,5,1,5,3,30,1,1,0
12980,5,5,3,3,76,2,4,0
12982,1,1,1,1,29,1,1,2
12983,1,1,1,1,26,2,1,0
12984,5,1,5,3,35,2,1,0
12985,1,1,3,3,21,2,1,0
12986,5,1,5,5,49,1,1,2
12987,3,1,3,3,19,2,5,1
12988,5,5,5,5,29,1,1,2
12989,3,1,5,3,39,2,1,2
12990,5,5,3,1,38,2,1,2
12992,3,5,3,1,22,1,5,2
12993,1,1,3,1,24,2,1,0
12994,5,5,5,5,18,2,1,1
12995,1,1,3,1,21,1,5,0
12996,3,1,3,1,37,2,1,0
12997,1,1,1,1,33,1,1,2
12998,5,1,5,3,42,1,3,0
12999,1,1,1,1,24,1,1,2
13000,3,3,3,3,45,1,1,3
13001,5,5,1,1,23,2,5,0
13002,1,1,1,1,31,1,1,1
13004,1,1,3,3,40,2,1,2
13005,1,1,3,3,27,2,1,0
13006,3,1,3,3,40,1,1,2
13007,5,1,3,1,30,1,1,1
13009,1,1,1,1,30,2,1,2
13010,5,3,3,3,34,2,5,0
13011,5,5,5,5,37,1,5,0
13012,5,1,1,1,32,2,3,3
13013,1,1,3,1,26,1,5,1
13014,5,1,3,3,38,1,1,0
13015,1,1,1,1,34,1,3,0
13016,1,1,3,3,23,1,1,0
13017,1,1,3,3,30,1,5,1
13018,5,5,3,8,18,2,5,0
13019,3,1,1,1,28,1,5,0
13020,5,5,3,5,60,2,4,0
13021,3,3,3,3,30,1,5,0
13022,3,1,1,1,18,1,5,3
13023,3,3,1,1,51,1,4,2
13024,3,3,5,3,53,1,1,2
13025,1,1,3,3,21,2,3,1
13026,5,5,5,5,64,1,1,0
13027,5,1,3,3,40,1,1,1
13028,1,5,1,1,30,2,3,3
13029,1,1,3,5,64,1,1,0
13030,5,5,3,5,33,1,1,5
13031,1,1,3,3,43,2,1,0
13032,3,5,3,1,26,2,5,0
13033,5,5,5,5,59,1,1,0
13034,3,3,3,3,69,2,1,0
13035,5,1,3,3,30,1,1,1
13036,1,1,1,1,35,1,5,0
13037,1,3,3,1,26,1,5,0
13038,3,1,5,5,36,2,1,2
13039,5,1,3,3,66,2,4,0
13040,5,3,5,5,45,2,1,1
13041,5,5,5,5,35,2,1,3
13043,5,3,5,8,48,2,1,0
13044,1,5,3,5,19,1,5,0
13045,1,1,3,3,61,2,5,0
13046,1,5,3,1,51,2,1,1
13047,3,3,3,3,27,1,5,0
13048,3,1,3,3,48,2,4,1
13049,1,1,3,3,41,1,1,1
13050,5,1,1,1,76,2,4,0
13051,1,1,1,8,31,1,1,1
13052,3,5,5,5,24,2,1,0
13053,3,5,5,5,22,1,5,0
13054,1,1,3,5,30,2,1,0
13056,3,1,3,1,62,1,1,0
13057,5,1,5,5,23,1,5,2
13058,3,3,5,3,38,1,1,2
13059,1,1,3,1,60,1,1,0
13060,5,1,1,3,63,1,1,1
13061,3,5,3,5,29,2,1,2
13062,3,1,3,3,23,2,1,0
13063,1,1,1,1,59,2,3,0
13064,1,1,3,3,23,2,1,0
13065,1,1,3,3,77,2,4,0
13066,1,1,9,9,34,1,1,2
13067,1,1,3,3,32,1,5,0
13068,5,1,3,8,41,1,1,1
13069,1,1,3,1,52,1,1,5
13070,5,5,3,3,27,2,5,0
13071,1,1,3,1,21,1,5,0
13072,1,1,3,3,39,1,1,0
13073,1,1,3,1,33,1,5,0
13074,1,1,1,1,36,2,3,3
13075,1,1,1,3,37,2,1,1
13076,1,1,1,8,49,2,1,0
13077,3,1,3,1,41,2,5,1
13078,1,5,3,1,26,2,1,2
13079,5,5,5,1,37,2,1,0
13080,3,1,3,3,35,2,1,3
13081,1,1,1,1,24,1,1,2
13082,3,1,1,1,48,2,1,3
13083,1,1,1,1,24,2,5,1
13084,5,5,3,8,43,2,3,0
13085,3,3,3,3,29,2,1,2
13086,1,1,3,1,38,1,1,2
13087,1,1,3,1,37,1,1,3
13088,1,1,1,1,32,2,4,1
13089,3,1,3,1,78,1,1,0
13090,5,5,3,3,24,2,5,0
13091,1,1,3,1,26,2,1,1
13092,3,5,1,1,22,2,1,1
13093,5,5,5,8,58,1,1,0
13094,5,5,5,5,23,1,5,0
13095,3,1,1,1,27,2,3,1
13096,1,5,3,3,22,2,5,1
13097,3,1,3,3,30,1,3,0
13098,3,1,1,1,58,1,1,0
13099,5,5,3,5,57,2,1,1
13100,1,1,1,3,49,2,1,4
13101,5,1,1,1,66,2,4,0
13102,1,1,3,3,65,2,4,1
13103,5,5,5,3,40,1,1,1
13104,3,1,3,1,35,2,3,0
13105,5,1,3,5,37,1,1,0
13106,1,1,3,3,45,2,1,2
13107,5,5,3,3,75,1,4,0
13108,3,3,3,5,40,2,1,1
13109,1,1,1,1,51,2,1,2
13110,5,5,5,5,56,2,1,1
13111,3,3,3,3,44,1,1,5
13112,1,1,3,3,47,1,1,3
13113,5,1,3,3,30,2,1,0
13114,3,3,5,3,41,2,1,0
13115,1,1,5,3,40,2,1,1
13116,1,1,3,1,31,2,1,3
13117,5,1,3,5,22,1,5,0
13118,5,1,5,3,61,1,1,0
13119,1,1,3,8,52,2,1,0
13120,5,1,3,1,54,2,1,0
13121,1,3,5,5,30,1,1,0
13122,1,1,3,5,36,1,5,1
13123,3,1,1,1,47,2,1,1
13124,1,1,3,5,19,1,5,0
13125,5,5,3,5,24,2,5,2
13126,3,5,3,5,26,1,1,1
13127,1,1,3,1,27,1,1,2
13129,1,1,1,3,49,2,1,1
13130,5,5,5,1,41,1,1,1
13131,3,1,8,1,26,1,5,0
13132,1,1,1,1,20,2,5,1
13133,1,1,1,3,66,2,1,0
13134,5,1,1,1,60,2,4,0
13135,5,1,1,1,39,1,1,2
13136,1,1,1,1,23,2,5,0
13137,5,1,3,3,21,2,1,0
13139,1,5,3,1,51,2,1,0
13140,1,5,1,1,40,2,1,1
13141,1,5,3,1,21,1,1,2
13142,5,1,3,3,36,2,1,2
13143,3,3,3,3,47,1,1,2
13144,3,5,3,3,85,2,4,0
13145,3,1,3,8,36,2,1,1
13146,5,1,3,3,64,2,1,0
13147,3,1,3,1,33,1,3,0
13148,3,5,3,5,79,2,4,0
13149,3,1,5,5,25,2,1,1
13150,3,1,5,3,46,1,1,0
13151,5,1,1,9,23,2,1,0
13152,3,1,3,3,29,1,5,0
13153,3,1,3,3,79,2,4,0
13154,5,1,3,3,41,1,1,0
13155,1,5,1,1,39,1,3,0
13156,5,5,5,5,28,1,1,0
13157,5,5,3,3,48,1,1,1
13158,1,5,3,1,36,1,5,0
13159,5,1,3,5,51,2,3,3
13160,5,1,3,1,79,2,1,0
13161,1,1,3,1,43,1,1,2
13162,1,1,3,1,36,1,1,1
13163,5,5,5,8,79,2,4,0
13164,3,1,3,3,26,1,5,0
13165,1,1,1,1,66,2,4,0
13166,3,1,3,3,55,2,1,1
13167,5,5,9,9,41,1,3,0
13168,1,1,3,3,51,2,1,0
13169,5,5,3,3,63,2,1,0
13170,1,1,1,1,28,1,3,0
13171,5,5,3,5,24,1,1,0
13172,1,1,3,3,44,2,1,1
13173,5,1,3,3,53,2,1,0
13174,1,1,1,3,30,2,1,0
13175,3,5,3,5,62,1,1,0
13176,1,5,1,1,36,2,1,0
13177,1,1,3,1,59,2,1,0
13178,1,1,1,1,43,2,4,0
13179,3,1,1,1,63,1,1,2
13180,3,1,3,1,19,2,5,1
13181,5,5,5,3,79,1,1,0
13182,5,5,5,5,19,1,5,0
13183,3,3,5,5,65,2,4,0
13184,1,1,3,3,26,2,5,0
13186,5,5,5,5,59,1,1,0
13187,5,5,5,5,30,2,1,0
13189,1,5,3,1,67,1,3,0
13190,5,5,5,1,43,1,1,4
13191,3,3,3,5,72,2,4,0
13192,1,1,3,3,41,2,1,1
13193,1,1,1,1,26,1,1,0
13194,1,1,3,3,55,2,3,0
13195,1,1,1,5,37,2,5,0
13196,1,1,1,1,39,1,1,4
13198,5,1,5,5,74,1,1,0
13199,1,1,3,3,60,1,3,0
13200,3,5,3,3,82,2,4,0
13201,1,1,3,1,57,1,1,0
13202,1,1,3,3,52,1,1,0
13204,1,1,3,1,26,2,5,0
13205,3,5,5,1,68,2,4,0
13206,5,5,5,5,34,1,1,2
13207,1,5,3,3,48,1,1,2
13208,5,1,1,1,33,1,1,1
13209,1,1,1,1,23,2,3,1
13210,5,5,3,1,22,1,5,0
13211,5,5,5,3,51,1,1,1
13213,5,5,5,3,28,1,5,0
13214,5,5,5,5,30,2,1,2
13216,3,1,1,1,30,2,1,1
13217,1,1,5,5,22,2,5,0
13218,3,5,3,5,28,2,3,0
13219,5,1,1,1,39,1,1,3
13220,1,1,3,1,53,2,1,0
13221,5,5,3,5,27,2,1,1
13222,1,1,3,3,74,2,4,0
13223,3,5,5,5,54,1,1,2
13224,1,1,1,1,68,1,1,0
13225,5,1,3,1,40,1,1,3
13226,1,1,1,1,65,1,1,0
13227,1,1,1,1,41,1,1,1
13228,5,5,5,5,81,2,4,0
13229,5,3,5,3,64,1,1,0
13230,5,5,5,3,69,1,1,0
13232,1,1,1,1,40,2,3,0
13233,5,1,1,1,60,2,1,0
13234,3,5,1,1,30,2,3,0
13235,5,3,5,5,70,2,5,0
13236,5,3,3,3,30,1,1,0
13237,3,3,3,3,26,2,3,0
13238,3,3,3,3,59,2,1,0
13239,1,1,3,1,62,1,5,0
13240,5,1,5,1,56,1,1,0
13241,3,1,5,5,27,2,3,5
13243,1,1,3,1,27,2,5,0
13244,1,1,3,1,61,2,1,0
13245,5,1,3,3,58,1,1,0
13247,1,1,3,3,45,2,1,0
13248,3,1,5,3,33,1,3,0
13249,3,5,1,3,40,2,1,1
13250,5,1,1,1,62,1,1,0
13251,5,1,3,1,39,2,1,3
13252,3,3,5,8,28,2,1,2
13253,1,1,3,3,66,2,1,0
13254,3,1,3,1,33,2,1,1
13255,1,1,1,3,77,1,1,0
13256,3,1,5,1,59,2,1,1
13257,5,5,5,5,54,1,1,1
13258,3,1,5,1,23,2,5,0
13259,3,5,3,3,60,1,1,0
13260,5,5,5,9,20,1,5,3
13261,1,3,3,3,20,1,5,0
13262,1,5,3,1,67,2,4,0
13263,1,1,3,3,32,2,1,2
13264,5,3,3,1,59,2,4,0
13265,3,3,3,5,42,2,1,2
13266,3,1,1,1,25,2,1,2
13267,5,3,9,9,21,2,1,1
13268,5,1,3,1,75,2,1,0
13269,3,1,3,3,31,2,1,3
13270,5,5,5,5,56,2,1,1
13271,1,1,3,1,31,1,5,0
13272,5,5,8,8,51,1,3,0
13273,3,1,3,3,27,1,1,2
13274,3,1,5,3,57,2,1,0
13275,1,1,3,3,72,2,1,0
13276,5,1,3,1,56,1,1,0
13277,1,1,1,3,21,1,1,0
13278,3,3,3,5,84,1,4,0
13279,3,1,3,3,20,2,5,5
13280,1,1,1,8,43,2,1,1
13281,3,1,3,1,53,1,1,0
13282,3,5,3,5,80,2,4,0
13283,3,3,3,1,56,1,1,0
13284,5,1,3,1,26,2,3,1
13285,3,1,3,3,31,1,1,1
13286,1,3,1,1,81,2,4,0
13287,1,1,3,5,56,2,1,0
13288,1,1,1,1,32,2,1,0
13289,1,1,3,3,35,2,1,1
13290,5,1,3,1,27,1,1,0
13291,3,3,3,1,35,1,1,0
13292,3,1,3,3,53,1,1,0
13293,3,1,3,3,55,1,1,2
13294,1,1,3,5,60,1,1,1
13295,1,1,3,1,69,2,4,0
13296,5,5,3,1,59,2,1,1
13297,1,1,1,3,33,2,1,1
13298,5,5,5,3,28,1,5,0
13299,1,1,3,3,32,1,1,3
13300,3,1,1,1,63,2,1,0
13301,5,3,5,3,33,1,1,1
13302,1,1,1,1,63,2,1,0
13303,3,1,3,3,36,1,3,0
13304,5,5,1,1,51,1,1,2
13305,3,1,3,5,25,2,1,1
13306,1,1,3,1,29,2,3,0
13307,1,1,3,5,21,1,5,0
13308,1,1,3,3,22,2,1,1
13309,5,1,5,5,37,2,1,3
13310,3,3,5,3,69,2,4,1
13311,3,8,3,3,33,1,1,3
13312,1,1,3,3,23,1,5,5
13314,5,1,3,3,48,1,3,0
13315,1,5,5,5,30,2,1,2
13316,1,1,3,1,30,2,5,0
13317,5,5,5,1,36,2,1,2
13318,5,3,5,8,49,2,1,0
13319,5,1,3,5,32,2,3,0
13320,1,1,3,1,55,2,1,0
13321,1,1,3,3,31,1,1,0
13322,1,1,3,1,50,2,1,0
13323,3,5,3,3,40,1,1,4
13324,1,1,5,3,73,2,4,0
13325,1,1,1,1,24,1,5,0
13326,5,1,1,1,72,2,4,0
13327,1,1,1,1,33,1,3,2
13329,3,3,3,3,31,1,1,4
13331,1,1,3,1,28,2,1,2
13332,1,1,1,1,31,1,1,2
13333,1,1,3,3,40,1,1,0
13334,5,3,5,5,27,1,1,0
13337,1,5,1,1,23,1,5,0
13338,1,1,3,3,70,1,4,0
13339,1,5,3,5,21,2,1,1
13340,1,1,1,1,26,2,5,0
13341,5,1,1,1,57,2,1,0
13342,5,1,3,5,26,2,1,2
13343,5,1,3,1,60,2,1,0
13345,5,1,5,3,27,2,1,1
13346,1,1,3,1,21,1,5,0
13347,1,1,3,3,47,2,1,4
13348,1,1,1,1,43,1,1,1
13349,1,1,3,3,19,2,5,0
13350,1,1,1,1,46,2,1,2
13351,3,1,3,1,22,1,1,1
13352,3,1,3,5,24,1,5,0
13353,1,1,5,5,24,1,5,0
13354,5,1,3,3,49,1,5,0
13355,3,1,3,1,28,1,1,0
13356,3,1,3,1,37,1,1,2
13357,1,1,1,1,70,2,5,0
13358,5,1,3,1,36,1,1,0
13359,3,5,5,5,36,1,1,1
13360,1,5,5,3,31,1,3,0
13361,1,1,3,3,30,2,5,0
13362,1,1,3,1,32,2,1,2
13363,1,1,1,1,25,2,1,1
13364,3,8,3,3,55,2,3,0
13365,1,3,3,1,27,1,5,0
13366,3,3,3,3,31,2,1,3
13367,1,1,3,1,29,2,5,0
13368,1,1,1,1,19,1,5,2
13369,1,1,1,1,31,2,1,0
13370,5,5,5,5,20,1,5,1
13371,1,8,3,3,71,1,1,2
13372,1,1,3,3,70,1,1,0
13373,3,1,3,5,30,2,5,0
13374,3,1,1,1,68,2,3,0
13375,3,1,3,3,32,1,1,1
13376,1,1,3,3,57,1,1,1
13377,3,3,3,3,46,2,1,1
13378,1,1,1,1,55,2,3,0
13379,3,5,3,1,25,2,5,0
13380,1,1,3,3,25,1,3,0
13381,1,1,1,1,25,2,5,1
13382,1,1,1,3,46,2,3,1
13383,3,1,5,1,48,2,3,0
13384,1,1,3,3,54,2,4,0
13385,3,1,3,1,69,1,1,0
13386,1,1,5,1,35,1,1,3
13387,5,5,3,1,39,2,1,2
13388,1,1,1,1,73,2,4,0
13389,3,1,1,1,26,1,1,1
13390,5,5,5,5,31,2,3,1
13391,5,1,3,3,22,2,5,0
13393,3,3,3,3,54,1,1,0
13394,5,5,3,3,76,2,4,0
13395,3,1,3,3,33,1,1,2
13396,5,1,3,1,45,1,1,3
13397,3,8,3,8,31,1,3,0
13398,3,3,3,8,65,1,1,0
13399,5,5,5,5,19,1,5,1
13400,3,1,1,1,25,2,1,0
13401,5,3,8,3,73,2,4,0
13402,1,1,1,1,32,2,1,2
13403,1,5,3,1,35,2,5,0
13404,3,1,3,3,22,2,5,0
13405,1,1,1,1,52,2,1,1
13406,5,5,5,1,64,2,5,0
13407,1,1,1,1,23,2,1,2
13408,3,1,1,1,26,1,1,2
13409,1,1,1,1,26,2,5,2
13410,1,1,3,1,22,1,5,1
13411,1,1,3,3,58,2,4,1
13412,1,5,1,1,20,2,5,1
13413,5,1,5,1,72,2,4,0
13414,1,1,1,1,66,1,1,0
13415,3,5,3,3,47,1,3,0
13416,1,1,3,1,63,1,1,0
13417,1,1,1,1,27,2,1,2
13418,5,5,5,5,31,2,5,1
13419,1,1,1,1,24,1,3,0
13420,1,1,5,1,75,2,4,0
13421,3,1,1,1,19,2,5,0
13422,5,5,5,5,42,2,1,2
13423,1,1,3,1,27,1,1,1
13424,1,1,1,1,45,1,1,3
13425,3,5,3,1,57,1,1,0
13426,3,1,3,3,72,2,4,0
13427,9,3,3,1,31,1,1,0
13428,1,1,1,1,22,2,5,0
13429,3,1,3,8,40,2,1,3
13430,3,1,5,5,64,2,1,0
13431,1,1,3,3,25,2,1,0
17472,5,5,3,5,49,2,1,2
17473,5,1,3,5,32,2,1,2
17474,3,3,5,5,47,2,3,1
17475,5,1,3,1,31,2,3,4
17476,1,3,3,3,23,2,1,1
17477,1,1,1,1,26,2,1,4
17478,5,5,5,5,78,1,1,0
17479,5,5,5,5,27,1,5,0
17480,5,5,1,5,29,2,1,3
17481,3,1,3,3,25,1,5,0
17482,5,5,5,5,56,2,1,1
17483,1,3,3,3,88,1,4,0
17484,1,1,3,3,41,2,1,0
17485,5,1,1,3,21,2,5,1
17486,5,1,5,5,26,2,1,1
17487,5,1,5,1,28,2,3,0
17488,3,3,3,5,58,2,1,0
17489,3,1,5,5,47,2,1,2
17490,5,5,5,5,31,2,5,2
17491,8,1,3,3,19,2,5,3
17492,5,3,5,5,64,1,1,0
17493,3,5,3,3,69,2,1,0
17494,1,5,5,3,63,2,3,0
17495,1,1,3,1,22,2,1,2
17496,5,1,8,1,34,2,1,2
17497,5,5,1,1,25,1,5,0
17498,3,1,3,3,20,1,5,0
17499,5,5,3,1,41,2,3,0
17500,3,5,1,1,42,2,5,0
17501,3,5,5,3,64,1,4,0
17502,1,3,3,3,24,1,3,2
17503,8,3,3,1,48,2,1,5
17504,1,1,1,1,27,1,1,3
17505,1,5,1,1,26,1,5,0
17506,5,3,5,5,77,2,4,0
17507,5,1,1,3,30,2,5,0
17508,5,1,1,1,21,2,3,1
17509,1,3,5,5,25,2,1,1
17510,1,5,1,1,24,2,5,0
17511,5,8,5,8,59,2,4,0
17512,5,3,3,5,70,2,4,0
17513,1,3,1,1,35,2,5,0
17514,5,3,3,5,41,1,1,3
17515,1,1,3,3,59,2,1,0
17516,3,1,3,3,58,2,1,0
17517,1,1,1,1,23,1,1,1
17518,1,1,1,1,31,1,1,0
17519,1,1,3,1,25,1,1,0
17520,5,3,5,5,65,2,4,0
17521,5,5,5,5,54,2,1,0
17522,1,1,3,3,79,2,4,0
17523,1,5,1,1,28,1,3,0
17524,1,1,1,1,18,2,5,1
17526,5,3,3,1,20,2,5,1
17527,3,1,1,1,36,2,1,2
17528,1,1,3,1,26,2,3,2
17529,1,5,5,5,27,1,1,1
17530,5,5,5,5,26,2,5,3
17531,3,1,5,3,36,1,1,2
17532,1,5,5,1,31,2,1,3
17533,3,1,1,1,30,1,5,0
17534,1,1,3,3,20,2,5,0
17535,5,1,5,3,28,1,1,1
17536,5,5,8,8,42,2,1,0
17537,5,5,5,5,79,2,4,0
17538,5,5,3,5,62,2,4,0
17539,3,5,3,1,42,1,3,2
17540,1,1,3,3,20,1,5,1
17541,5,5,1,3,80,2,4,0
17542,5,3,1,1,21,2,1,1
17543,5,5,5,5,27,2,1,1
17544,1,5,5,5,28,1,1,1
17545,3,1,1,1,46,2,1,1
17546,5,1,1,1,26,1,5,1
17547,1,5,3,1,24,2,5,0
17548,5,5,5,5,27,2,1,1
17549,5,5,9,9,59,2,5,0
17550,5,5,1,3,23,1,1,0
17551,1,1,1,1,39,1,5,0
17552,3,5,3,3,39,1,1,2
17554,1,5,1,1,19,2,5,0
17555,1,1,3,3,51,1,5,0
17556,5,1,5,5,18,2,5,0
17557,5,5,1,1,24,2,5,1
17558,1,1,3,3,48,1,1,1
17559,1,1,3,3,22,2,1,2
17561,3,1,3,1,46,1,1,2
17562,5,5,5,3,47,1,1,0
17563,5,5,5,5,37,1,1,4
17564,5,5,3,5,46,1,1,1
17565,5,3,5,1,35,1,1,3
17566,3,5,5,1,27,1,5,0
17567,1,1,5,5,60,2,1,0
17568,1,1,3,1,25,2,5,0
17569,5,1,5,3,78,1,1,0
17570,5,1,5,1,30,1,1,1
17571,5,5,5,5,21,1,1,0
17573,1,1,1,1,42,1,1,1
17574,5,5,5,5,69,1,1,0
17575,1,5,1,1,21,1,5,0
17576,3,8,9,1,24,2,1,0
17577,1,5,5,5,61,1,1,0
17578,1,1,1,1,20,1,5,0
17579,3,5,3,5,66,2,4,0
17580,5,5,3,1,21,2,1,0
17581,5,5,1,1,23,2,1,1
17582,5,5,5,1,24,1,5,0
17583,1,1,3,1,18,2,5,2
17585,5,1,3,3,53,2,1,1
17586,1,5,3,3,21,1,5,2
17589,1,1,3,3,33,2,1,3
17590,1,1,3,1,58,1,1,0
17591,3,1,3,3,64,2,4,0
17592,1,1,1,1,31,2,4,3
17593,1,5,5,3,25,1,1,3
17594,5,5,5,8,67,2,4,0
17595,5,3,3,1,53,1,1,1
17596,3,1,1,1,26,2,1,2
17597,1,1,1,1,21,2,1,0
17598,5,5,3,3,32,2,1,2
17599,8,9,3,1,79,2,1,0
17600,1,8,3,1,26,2,5,0
17601,5,5,5,5,34,1,1,5
17602,3,5,5,3,39,1,1,2
17603,3,1,3,1,55,2,5,0
17604,5,5,5,5,44,2,3,0
17605,1,1,1,1,32,1,5,0
17606,5,1,1,1,32,1,1,5
17607,5,5,5,5,52,2,1,0
17608,5,5,5,3,48,2,1,0
17609,1,1,3,1,29,1,1,2
17610,5,5,5,1,48,1,3,0
17611,1,5,1,8,32,1,1,1
17612,1,1,1,3,48,1,1,4
17613,3,1,3,3,55,1,1,0
17614,5,5,5,5,63,2,4,0
17615,1,1,3,1,59,1,1,0
17616,1,1,3,3,21,2,5,1
17617,1,3,5,3,27,2,1,0
17618,3,1,5,5,51,1,1,0
17619,3,1,5,5,33,2,3,5
17620,1,5,1,1,34,2,3,2
17621,1,1,1,1,25,2,5,0
17622,1,1,1,1,38,2,1,0
17623,5,5,3,5,23,2,1,1
17624,3,1,5,5,54,2,1,0
17625,3,1,8,3,27,2,1,2
17626,3,5,5,3,45,1,1,3
17627,1,1,3,3,24,2,1,0
17628,3,1,3,3,58,1,1,0
17629,3,1,3,1,38,2,1,1
17630,3,1,3,1,49,2,1,0
17631,5,5,5,1,20,2,3,1
17632,1,1,5,3,45,2,3,0
17633,1,5,3,1,30,1,1,0
17634,5,1,5,5,73,1,1,0
17635,1,5,1,5,63,2,4,0
17636,5,5,5,5,67,2,4,0
17637,5,1,1,1,32,1,1,1
17638,1,1,5,5,20,2,5,2
17639,5,5,5,5,69,2,4,0
17640,5,1,5,8,52,1,1,3
17641,3,1,3,3,26,1,5,0
17642,5,1,3,3,36,2,1,2
17643,5,5,5,5,65,2,4,0
17644,5,5,5,5,61,1,1,0
17645,1,1,5,5,56,1,1,0
17646,5,5,5,5,49,1,1,1
17647,3,1,1,1,30,2,1,2
